customer_id,customer_name,age,city,email,account_type,account_balance,credit_score
109,Rahul Jadhav,51,Kolhapur,rahuljadhav665922@gmail.com,Salary,44804.91,618
110,Isha Jadhav,48,Ahmednagar,ishajadhav179551@gmail.com,Savings,37682.56,811
111,Isha Khan,31,Thane,ishakhan560186@gmail.com,Savings,,780
112,Neha Khan,68,Ahmednagar,nehakhan764644@gmail.com,Savings,43160.41,566
113,Rohan Patil,38,Kolhapur,rohanpatil256802@gmail.com,Current,8117.89,667
114,Mohit Gupta,57,Mumbai,mohitgupta171439@gmail.com,Savings,40570.24,687
115,Mohit Shaikh,39,Ahmednagar,mohitshaikh484814@gmail.com,Savings,,583
116,Simran Jadhav,20,Pune,simranjadhav397987@gmail.com,Savings,10475.45,578
117,Isha Patil,45,,ishapatil283160@gmail.com,Savings,22775.75,681
118,Arjun Patil,62,Aurangabad,arjunpatil970442@gmail.com,Savings,28708.97,780
119,Ayesha Jadhav,21,Satara,ayeshajadhav671188@gmail.com,Current,47114.48,611
120,Simran Khan,38,Mumbai,simrankhan721690@gmail.com,Savings,33985.27,699
121,Sahil Pawar,55,Thane,sahilpawar584104@gmail.com,Savings,28503.93,570
122,Mohit Jadhav,32,Nagpur,mohitjadhav230383@gmail.com,Current,2558.12,774
123,Vijay Khan,24,Aurangabad,vijaykhan717970@gmail.com,Current,30348.58,716
124,,34,Nashik,,Salary,39669.09,675
125,Neha Khan,24,Ahmednagar,nehakhan340135@gmail.com,Current,11137.96,802
126,Riya Joshi,21,Solapur,riyajoshi883894@gmail.com,Current,44054.89,752
127,Sneha Sharma,33,Nashik,snehasharma805735@gmail.com,Salary,29046.19,556
128,Akash Patil,19,Ahmednagar,akashpatil813794@gmail.com,Current,12049.74,556
129,Karan Pawar,39,Aurangabad,karanpawar58755@gmail.com,Current,27436.37,691
130,Arjun Gupta,35,Solapur,arjungupta240274@gmail.com,Salary,21276.08,633
131,Akash Joshi,57,Ahmednagar,akashjoshi861822@gmail.com,Savings,47608.32,840
132,Sahil Patil,52,Nashik,sahilpatil33759@gmail.com,Current,3594.99,
133,Priya Gupta,33,Satara,priyagupta844251@gmail.com,Salary,30863.44,619
134,Akash Shaikh,29,Kolhapur,akashshaikh330876@gmail.com,Current,25391.84,584
135,Amit Gupta,59,Satara,amitgupta420751@gmail.com,Salary,8070.53,722
136,Riya Sharma,25,Thane,riyasharma280846@gmail.com,Salary,13587.75,796
137,Akash Singh,42,Satara,akashsingh69503@gmail.com,Savings,26374.75,793
138,Neha Verma,39,Solapur,nehaverma221331@gmail.com,Current,12042.55,766
139,Pooja Singh,37,Mumbai,poojasingh957592@gmail.com,Current,47797.47,799
140,Riya Pawar,49,Thane,riyapawar988812@gmail.com,Current,3360.46,720
141,Arjun Joshi,,Nashik,arjunjoshi594831@gmail.com,Savings,27196.9,
142,Karan Pawar,34,Mumbai,karanpawar919038@gmail.com,Savings,11356.14,733
143,Rahul Pawar,40,Kolhapur,rahulpawar752887@gmail.com,Current,36493.83,736
144,Simran Verma,42,Solapur,simranverma330063@gmail.com,Salary,47468.89,809
145,Karan Sharma,58,Thane,karansharma223055@gmail.com,SAVINGS,20006.75,
146,Riya Singh,51,Nashik,riyasingh687377@gmail.com,Current,46610.52,690
147,Ananya Gupta,55,Solapur,ananyagupta523581@gmail.com,Savings,15818.43,734
148,Vijay Khan,33,Kolhapur,vijaykhan414950@gmail.com,Current,18053.44,841
149,Isha Verma,29,Aurangabad,ishaverma927757@gmail.com,Current,18866.05,552
150,Rohan Khan,45,Nashik,rohankhan959072@gmail.com,Current,2428.37,822
151,Vijay Sharma,61,Ahmednagar,vijaysharma674179@gmail.com,Savings,48134.77,730
152,Aditya Pawar,45,Thane,adityapawar481241@gmail.com,Current,43395.62,626
153,Simran Singh,69,Ahmednagar,simransingh149911@gmail.com,Salary,41265.01,710
154,Vijay Sharma,53,Ahmednagar,vijaysharma277846@gmail.com,Savings,28470.51,586
155,Ananya Sharma,18,Mumbai,ananyasharma146513@gmail.com,Savings,15592.4,579
156,Simran Gupta,67,Nagpur,simrangupta258707@gmail.com,Savings,680.98,582
157,Akash Khan,41,Aurangabad,akashkhan781277@gmail.com,Savings,44748.81,558
158,Akash Sharma,22,Kolhapur,akashsharma588737@gmail.com,Savings,8940.77,617
159,Rohan Sharma,50,Solapur,rohansharma565258@gmail.com,Current,47918.61,731
160,Simran Pawar,43,Thane,simranpawar275604@gmail.com,Salary,48008.7,643
161,Amit Sharma,58,Nashik,amitsharma783400@gmail.com,Current,2799.25,707
162,Ananya Verma,40,Pune,ananyaverma613082@gmail.com,Salary,6714.59,586
163,Pooja Singh,39,Solapur,poojasingh449345@gmail.com,Current,16683.31,577
164,Riya Verma,50,Kolhapur,riyaverma941535@gmail.com,,43920.55,835
165,Amit Pawar,33,Thane,amitpawar611978@gmail.com,Savings,13301.47,608
166,Ananya Singh,49,Pune,ananyasingh418901@gmail.com,Salary,20813.54,730
167,Riya Jadhav,57,Kolhapur,riyajadhav379680@gmail.com,Current,19130.81,610
168,Ananya Shaikh,62,Thane,ananyashaikh230074@gmail.com,Salary,980.16,752
169,Aditya Pawar,66,Satara,adityapawar145151@gmail.com,Savings,25144.03,628
170,Karan Joshi,35,Kolhapur,karanjoshi534377@gmail.com,Current,45192.4,598
171,Simran Jadhav,22,Nashik,simranjadhav517588@gmail.com,Salary,29715.83,609
172,Riya Jadhav,36,Nashik,riyajadhav95425@gmail.com,Salary,37819.16,792
173,Ananya Joshi,32,Ahmednagar,ananyajoshi792595@gmail.com,Savings,45029.92,741
174,Riya Gupta,28,Satara,riyagupta49505@gmail.com,Current,27751.44,694
175,Amit Jadhav,67,Aurangabad,amitjadhav903031@gmail.com,Salary,19714.02,656
176,Vijay Sharma,39,Nashik,vijaysharma115075@gmail.com,Savings,36440.79,575
177,Kavya Gupta,61,Satara,kavyagupta160365@gmail.com,Savings,34506.77,828
178,Neha Joshi,30,Satara,nehajoshi658024@gmail.com,Current,33244.79,762
179,Akash Singh,34,Solapur,akashsingh167853@gmail.com,Savings,,681
180,Pooja Singh,63,Satara,poojasingh830655@gmail.com,Savings,20613.04,713
181,Sahil Shaikh,68,Mumbai,sahilshaikh713636@gmail.com,Salary,30451.93,750
182,Ayesha Shaikh,23,Solapur,ayeshashaikh442766@gmail.com,Current,5084.87,768
183,Rahul Khan,42,Pune,rahulkhan625480@gmail.com,Savings,12989.72,685
184,Amit Sharma,44,Thane,amitsharma66713@gmail.com,Salary,27244.14,576
185,Vijay Joshi,32,Aurangabad,vijayjoshi403557@gmail.com,Salary,23285.83,746
186,Kavya Khan,53,Aurangabad,kavyakhan400256@gmail.com,Current,41178.35,
187,Amit Singh,68,Kolhapur,amitsingh624934@gmail.com,Current,10862.58,798
188,Priya Sharma,41,Thane,priyasharma490885@gmail.com,Savings,23934.56,632
189,Aditya Patil,29,Solapur,adityapatil554916@gmail.com,Savings,49045.62,843
190,Vijay Khan,,Pune,vijaykhan263726@gmail.com,Current,20885.71,562
191,Pooja Jadhav,18,Pune,poojajadhav580199@gmail.com,Savings,27149.48,739
192,Priya Gupta,63,Ahmednagar,priyagupta902692@gmail.com,Savings,25544.41,799
193,Ayesha Pawar,20,Nagpur,ayeshapawar988310@gmail.com,Current,47054.01,694
194,Arjun Shaikh,22,Solapur,arjunshaikh12138@gmail.com,Savings,15557.53,563
195,Simran Verma,32,Satara,simranverma713428@gmail.com,Savings,16031.9,672
196,Kavya Khan,49,Aurangabad,kavyakhan755831@gmail.com,Savings,26307.64,724
197,Isha Patil,24,Aurangabad,ishapatil120216@gmail.com,Current,39978.38,827
198,Ayesha Patil,18,Aurangabad,ayeshapatil714925@gmail.com,Savings,22473.57,645
199,Riya Jadhav,20,Nashik,riyajadhav927867@gmail.com,Savings,33351.06,556
200,Rahul Sharma,50,Thane,rahulsharma563154@gmail.com,Salary,815.76,844
201,Aditya Shaikh,52,Thane,adityashaikh787452@gmail.com,Current,,581
202,Vijay Pawar,38,Aurangabad,vijaypawar279886@gmail.com,Savings,46688.17,603
203,Mohit Singh,45,Ahmednagar,mohitsingh806034@gmail.com,Savings,5310.14,592
204,Sahil Khan,18,Ahmednagar,sahilkhan672197@gmail.com,Current,11127.23,788
205,Isha Verma,35,Aurangabad,ishaverma356799@gmail.com,Current,30164.43,608
206,Riya Verma,60,Nashik,riyaverma117070@gmail.com,Salary,14407.4,776
207,Aditya Verma,68,Satara,adityaverma307857@gmail.com,Salary,39904.6,760
208,Kavya Sharma,47,Satara,kavyasharma455984@gmail.com,Savings,49369.18,840
209,Kavya Jadhav,65,Kolhapur,kavyajadhav165940@gmail.com,Salary,9399.81,591
210,Rohan Jadhav,67,,rohanjadhav475863@gmail.com,Salary,4383.51,798
211,Neha Gupta,60,Satara,nehagupta3502@gmail.com,Savings,30583.15,723
212,Amit Patil,24,Satara,amitpatil757268@gmail.com,Savings,30037.19,850
213,Kavya Gupta,42,Satara,kavyagupta918498@gmail.com,Savings,,646
214,Pooja Gupta,46,Satara,poojagupta754739@gmail.com,Savings,,580
215,Simran Gupta,36,Nashik,simrangupta276283@gmail.com,,46801.09,826
216,,23,Satara,,Savings,30671.05,566
217,Ayesha Sharma,53,Aurangabad,ayeshasharma525002@gmail.com,Savings,4463.06,814
218,Simran Pawar,35,Thane,simranpawar799075@gmail.com,Salary,41380.64,550
219,Kavya Singh,68,Solapur,kavyasingh187430@gmail.com,Current,12822.46,785
220,Akash Singh,,Solapur,akashsingh532442@gmail.com,Savings,27451.33,585
221,Arjun Pawar,48,Ahmednagar,arjunpawar957059@gmail.com,Salary,22255.2,572
222,Sahil Patil,30,Aurangabad,sahilpatil111679@gmail.com,Savings,42650.24,642
223,Simran Gupta,21,Pune,simrangupta912904@gmail.com,Current,13126.56,560
224,Sneha Sharma,36,Solapur,snehasharma655774@gmail.com,Salary,2110.01,777
225,Karan Khan,44,Thane,karankhan313042@gmail.com,Salary,10957.3,567
226,Ayesha Jadhav,51,Nagpur,ayeshajadhav882654@gmail.com,Salary,31148.43,762
227,Amit Verma,49,Ahmednagar,amitverma670087@gmail.com,Savings,36152.54,590
228,Kavya Jadhav,68,Satara,kavyajadhav532423@gmail.com,Current,20437.48,573
229,Pooja Singh,46,Pune,poojasingh638651@gmail.com,Current,35515.44,727
230,Pooja Sharma,50,Kolhapur,poojasharma208673@gmail.com,Salary,25472.39,820
231,Sahil Sharma,39,Pune,sahilsharma160363@gmail.com,Current,8730.86,833
232,Ananya Gupta,59,Solapur,ananyagupta392177@gmail.com,Salary,15013.64,679
233,Karan Joshi,62,Ahmednagar,karanjoshi799650@gmail.com,Savings,28689.54,676
234,Ayesha Sharma,59,Pune,ayeshasharma169496@gmail.com,Current,4940.11,551
235,Simran Joshi,70,Mumbai,simranjoshi565679@gmail.com,Salary,4022.13,
236,Rohan Khan,25,Kolhapur,rohankhan999916@gmail.com,Salary,37057.29,767
237,Pooja Khan,29,Satara,poojakhan816549@gmail.com,Savings,30889.1,629
238,Sahil Joshi,34,Solapur,sahiljoshi967342@gmail.com,Salary,24896.3,583
239,Amit Joshi,34,Nashik,amitjoshi556216@gmail.com,Current,32551.58,562
240,,43,Thane,,Savings,17441.8,707
241,Arjun Pawar,25,Satara,arjunpawar963210@gmail.com,Savings,42800.29,653
242,Ayesha Singh,32,Satara,ayeshasingh699@gmail.com,Current,20853.57,554
243,Sneha Verma,47,Mumbai,snehaverma628138@gmail.com,Current,43222.76,618
244,Pooja Jadhav,64,Kolhapur,poojajadhav340002@gmail.com,Savings,5896.06,599
245,Amit Shaikh,21,Satara,amitshaikh512440@gmail.com,Savings,24867.26,782
246,Karan Shaikh,22,Aurangabad,karanshaikh20522@gmail.com,Current,38360.96,726
247,Rohan Pawar,40,Solapur,rohanpawar117401@gmail.com,Salary,36279.82,763
248,Simran Shaikh,38,Aurangabad,simranshaikh974330@gmail.com,Current,35477.47,838
249,Kavya Khan,46,Aurangabad,kavyakhan380712@gmail.com,salary,,769
250,Sahil Verma,50,Kolhapur,sahilverma921506@gmail.com,Current,19163.79,561
251,Pooja Gupta,21,Ahmednagar,poojagupta872164@gmail.com,Salary,19366.39,663
252,Ayesha Gupta,65,Thane,ayeshagupta846064@gmail.com,Savings,38158.1,553
253,Isha Patil,51,Nagpur,ishapatil322551@gmail.com,Salary,46254.62,727
254,Sneha Patil,42,Kolhapur,snehapatil251183@gmail.com,Salary,29288.07,692
255,Rohan Verma,31,Pune,rohanverma60838@gmail.com,Current,11620.32,833
256,Kavya Patil,53,Solapur,kavyapatil252672@gmail.com,Salary,9245.6,803
257,Riya Pawar,25,Solapur,riyapawar920759@gmail.com,Savings,23226.18,658
258,Riya Jadhav,57,Kolhapur,riyajadhav595016@gmail.com,Salary,11142.52,820
259,Amit Verma,23,Mumbai,amitverma993048@gmail.com,Salary,20447.12,824
260,Ayesha Jadhav,25,Satara,ayeshajadhav82682@gmail.com,Savings,16601.56,703
261,Neha Shaikh,45,Nashik,nehashaikh89914@gmail.com,Savings,22486.63,719
262,Neha Patil,20,Pune,nehapatil767560@gmail.com,Salary,47396.74,624
263,Pooja Gupta,52,Mumbai,poojagupta509697@gmail.com,Current,45246.19,613
264,Isha Gupta,34,Kolhapur,ishagupta855762@gmail.com,Savings,1079.47,822
265,Ananya Verma,61,Pune,ananyaverma72674@gmail.com,Current,33092.71,629
266,Priya Gupta,26,Nashik,priyagupta797649@gmail.com,Savings,39181.59,757
267,Rahul Joshi,52,Satara,rahuljoshi558682@gmail.com,Salary,41746.1,650
268,Priya Khan,32,Nashik,priyakhan803135@gmail.com,Current,42498.5,751
269,Rahul Singh,31,Solapur,rahulsingh131969@gmail.com,Salary,2986.98,664
270,Simran Shaikh,42,Solapur,simranshaikh134728@gmail.com,Savings,39135.23,737
271,Rahul Verma,48,Aurangabad,rahulverma691898@gmail.com,Current,3934.94,729
272,Isha Pawar,66,Pune,ishapawar498469@gmail.com,Savings,26077.92,602
273,Pooja Gupta,33,Thane,poojagupta992942@gmail.com,Current,17139.85,606
274,Vijay Pawar,51,Satara,vijaypawar576610@gmail.com,Current,44433.48,707
275,Akash Gupta,55,Mumbai,akashgupta173248@gmail.com,Savings,1396.44,702
276,Karan Joshi,66,Pune,karanjoshi278032@gmail.com,Savings,43256.72,781
277,Vijay Khan,22,Nashik,vijaykhan553406@gmail.com,Savings,48574.41,764
278,Simran Gupta,34,Pune,simrangupta914912@gmail.com,Current,5653.32,575
279,Ayesha Singh,64,Pune,ayeshasingh636159@gmail.com,Salary,9499.34,757
280,Ayesha Joshi,64,Solapur,ayeshajoshi443792@gmail.com,Current,14898.11,811
281,Isha Sharma,36,Pune,ishasharma222186@gmail.com,Current,37813.02,625
282,Kavya Patil,31,Nashik,kavyapatil974136@gmail.com,Salary,44416.14,577
283,Rohan Sharma,28,Aurangabad,rohansharma565592@gmail.com,Savings,26186.88,564
284,Simran Khan,56,Ahmednagar,simrankhan792052@gmail.com,Salary,37533.26,
285,Sneha Pawar,51,Satara,snehapawar765488@gmail.com,Savings,2706.17,582
286,Vijay Pawar,68,Nashik,vijaypawar723478@gmail.com,Savings,4779.56,613
287,Riya Shaikh,30,Solapur,riyashaikh211022@gmail.com,Current,40229.89,596
288,Arjun Jadhav,25,Aurangabad,arjunjadhav747681@gmail.com,Savings,42686.21,812
289,Rahul Sharma,49,Ahmednagar,rahulsharma326958@gmail.com,Salary,47212.29,826
290,Mohit Verma,48,Solapur,mohitverma418473@gmail.com,Savings,36567.76,814
291,Aditya Pawar,47,Solapur,adityapawar704414@gmail.com,Savings,40735.31,693
292,Priya Pawar,32,Nagpur,priyapawar681546@gmail.com,Current,12467.1,657
293,Neha Jadhav,23,Thane,nehajadhav391659@gmail.com,Salary,47076.87,632
294,Akash Joshi,19,Nagpur,akashjoshi459481@gmail.com,Current,18210.66,614
295,Riya Gupta,60,Solapur,riyagupta943413@gmail.com,Salary,21306.18,600
296,Kavya Gupta,33,Nashik,kavyagupta542817@gmail.com,,17037.85,754
297,Vijay Shaikh,32,Nashik,vijayshaikh473517@gmail.com,Current,22195.34,817
298,Ayesha Gupta,42,Satara,ayeshagupta126982@gmail.com,Current,18928.83,558
299,Rohan Pawar,32,Aurangabad,rohanpawar260047@gmail.com,Savings,30370.1,618
300,Arjun Singh,70,Ahmednagar,arjunsingh235712@gmail.com,Savings,34066.39,798
301,,43,Thane,,Salary,6791.45,586
302,Mohit Pawar,46,Ahmednagar,mohitpawar67236@gmail.com,Current,29474.46,573
303,Aditya Verma,47,Pune,adityaverma354608@gmail.com,Current,39610.71,735
304,Aditya Sharma,45,Thane,adityasharma22156@gmail.com,Savings,3829.1,814
305,,26,Satara,,Current,11825.28,790
306,Pooja Joshi,65,Nashik,poojajoshi616986@gmail.com,Savings,3321.56,656
307,Mohit Joshi,22,Thane,mohitjoshi580928@gmail.com,Current,12772.41,751
308,Neha Joshi,25,Kolhapur,nehajoshi241392@gmail.com,Current,40450.99,641
309,Karan Khan,50,Nagpur,karankhan617124@gmail.com,Current,47164.28,740
310,Akash Gupta,23,Ahmednagar,akashgupta231014@gmail.com,Salary,32135.2,615
311,Arjun Jadhav,,Nashik,arjunjadhav7640@gmail.com,Savings,33712.58,780
312,Pooja Singh,24,Mumbai,poojasingh74541@gmail.com,Savings,32419.73,670
313,Priya Patil,68,Solapur,priyapatil742325@gmail.com,Salary,25149.33,663
314,Ayesha Verma,55,Mumbai,ayeshaverma661859@gmail.com,Savings,13979.34,673
315,Aditya Singh,18,Ahmednagar,adityasingh61833@gmail.com,Current,24483.4,804
316,Riya Jadhav,61,Mumbai,riyajadhav240162@gmail.com,Current,25401.59,654
317,Vijay Patil,51,Aurangabad,vijaypatil70774@gmail.com,Current,25832.62,725
318,Pooja Jadhav,62,Satara,poojajadhav949501@gmail.com,salary,29489.3,765
319,Kavya Shaikh,42,Nashik,kavyashaikh33038@gmail.com,Savings,13342.47,680
320,Ayesha Khan,46,Pune,ayeshakhan901493@gmail.com,Current,39857.16,782
321,Sneha Sharma,26,Aurangabad,snehasharma346579@gmail.com,Savings,10929.77,670
322,Rohan Singh,69,Mumbai,rohansingh74399@gmail.com,Savings,25156.93,576
323,Simran Jadhav,44,Mumbai,simranjadhav539231@gmail.com,Current,20850.39,606
324,Ananya Khan,62,Mumbai,ananyakhan249665@gmail.com,Savings,21511.97,846
325,Akash Gupta,53,Pune,akashgupta292104@gmail.com,Current,13779.95,602
